cbcl_q09_p,cbcl_q18_p,cbcl_q40_p,cbcl_q46_p,cbcl_q58_p,cbcl_q59_p,cbcl_q60_p,cbcl_q66_p,cbcl_q70_p,cbcl_q76_p,cbcl_q83_p,cbcl_q84_p,cbcl_q85_p,cbcl_q92_p,cbcl_q100_p,Count
0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1
0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3
0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1
0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1
0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,1
0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1
0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3
0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1
0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1
0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,1
0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1
0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,1
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4
0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4
0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2
0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,2
0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2
0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,1
0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1
0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1
0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1
0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1
0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1
0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4
0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1
0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2
0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1
0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,1
0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4
0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1
0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1
0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1
0,0,0,0,0,0,0,1,0,2,1,0,0,0,2,1
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1
0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,1
0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,610
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,46
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,140
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,26
0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2
0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,13
0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,3
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,18
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2
0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,5
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,96
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,8
0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,26
0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,2
0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1
0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4
0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2
0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1
0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1
0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,18
0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1
0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,3
0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,2
0,0,0,0,1,0,0,0,0,0,2,0,0,2,1,1
0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1
0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,1
0,0,0,0,1,0,0,0,0,0,2,0,1,2,2,1
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,23
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,21
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4
0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,9
0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,2
0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3
0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,6
0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,5
0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,1
0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2
0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,3
0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
0,0,0,0,1,0,0,0,0,1,2,0,1,0,1,1
0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,2
0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,1
0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,3
0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1
0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,1
0,0,0,0,1,0,0,0,0,2,1,0,0,0,2,1
0,0,0,0,1,0,0,0,0,2,1,0,0,1,2,1
0,0,0,0,1,0,0,0,0,2,1,1,1,1,2,1
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,1,0,2,0,0,2,1,1
0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,14
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,5
0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
0,0,0,0,1,0,0,1,0,0,0,2,2,0,0,1
0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4
0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3
0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1
0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,1
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2
0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1
0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1
0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
0,0,0,0,1,0,0,1,0,2,2,1,1,0,0,1
0,0,0,0,1,0,0,2,0,0,2,1,0,1,0,1
0,0,0,0,1,0,0,2,0,2,0,0,0,0,2,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3
0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1
0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1
0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1
0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,1
0,0,0,0,1,1,0,0,0,0,2,1,1,0,1,1
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,1
0,0,0,0,1,1,1,0,0,2,1,0,1,0,1,1
0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,85
0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,5
0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,16
0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,4
0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,3
0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,2
0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2
0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1
0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,1
0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1
0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1
0,0,0,0,2,0,0,0,0,0,0,2,2,0,2,1
0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,11
0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,2
0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,2
0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,1
0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,5
0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,2
0,0,0,0,2,0,0,0,0,0,2,0,0,1,2,1
0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,1
0,0,0,0,2,0,0,0,0,0,2,1,0,2,1,1
0,0,0,0,2,0,0,0,0,0,2,1,1,0,0,1
0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,5
0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2
0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,2
0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,1
0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,1
0,0,0,0,2,0,0,0,0,1,0,0,0,2,1,1
0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1
0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,4
0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,2
0,0,0,0,2,0,0,0,0,1,2,0,1,1,2,1
0,0,0,0,2,0,0,0,0,1,2,1,1,1,0,1
0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1
0,0,0,0,2,0,0,0,0,2,1,0,0,1,1,1
0,0,0,0,2,0,0,0,0,2,2,0,0,1,1,1
0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1
0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,1
0,0,0,0,2,0,0,2,0,0,1,0,0,0,1,1
0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3
0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1
0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1
0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1
0,0,0,0,2,0,1,0,0,0,2,0,0,1,0,1
0,0,0,0,2,0,2,0,0,1,0,1,0,0,2,1
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2
0,0,0,0,2,1,0,0,0,0,1,1,0,1,0,1
0,0,0,0,2,1,1,0,0,0,1,0,1,0,0,1
0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,1
0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,1
0,0,0,0,2,2,2,0,0,0,1,0,0,1,0,1
0,0,0,0,2,2,2,0,0,2,2,2,0,2,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,139
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,26
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4
0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6
0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,13
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2
0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,5
0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,4
0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,1
0,0,0,1,0,0,0,0,0,0,2,0,0,1,2,1
0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,1
0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,1
0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,1
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3
0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3
0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1
0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,1
0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,1
0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,2
0,0,0,1,0,0,0,0,0,1,2,1,0,0,1,1
0,0,0,1,0,0,0,0,0,1,2,1,0,1,1,1
0,0,0,1,0,0,0,0,0,1,2,1,1,0,1,1
0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,1
0,0,0,1,0,0,0,0,0,2,0,1,2,0,2,1
0,0,0,1,0,0,0,0,0,2,2,0,0,1,2,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,14
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2
0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3
0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2
0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,2
0,0,0,1,0,0,0,1,0,0,2,0,0,1,1,1
0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1
0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1
0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1
0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,1
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
0,0,0,1,0,1,1,1,0,0,0,1,0,2,1,1
0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,50
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,8
0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,12
0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2
0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1
0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1
0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3
0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1
0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
0,0,0,1,1,0,0,0,0,0,0,1,1,2,1,1
0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,5
0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,3
0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,4
0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,1
0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1
0,0,0,1,1,0,0,0,0,0,1,0,1,2,1,1
0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2
0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2
0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,1
0,0,0,1,1,0,0,0,0,1,0,0,0,1,2,1
0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1
0,0,0,1,1,0,0,0,0,1,0,1,1,2,1,1
0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1
0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
0,0,0,1,1,0,0,0,0,2,0,0,0,0,2,1
0,0,0,1,1,0,0,0,0,2,0,0,0,1,1,1
0,0,0,1,1,0,0,0,0,2,2,0,1,0,0,1
0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,5
0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,2
0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,3
0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1
0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,1
0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,1
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1
0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1
0,0,0,1,1,0,1,1,0,0,2,1,2,1,0,1
0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,6
0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,4
0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1
0,0,0,1,2,0,0,0,0,0,0,1,0,1,2,1
0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1
0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1
0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,1
0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,2
0,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1
0,0,0,1,2,0,0,0,0,1,0,0,0,1,1,1
0,0,0,1,2,0,0,0,0,1,0,0,1,0,2,1
0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,1
0,0,0,1,2,0,0,1,0,0,1,0,0,1,1,1
0,0,0,1,2,0,0,1,0,1,0,0,0,0,1,1
0,0,0,1,2,0,0,1,0,1,0,1,0,1,1,1
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15
0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2
0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3
